Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
June 2024,20,Monday,Demand Gen,--,--,--
June 2024,20,Monday,Performance Max,--,5.3%,> 99.0%
June 2024,20,Tuesday,Search,18.9%,5.6%,80.7%
June 2024,20,Tuesday,Demand Gen,--,--,--
June 2024,20,Tuesday,Performance Max,--,2.0%,> 99.0%
June 2024,20,Wednesday,Search,16.6%,0.2%,88.8%
June 2024,20,Wednesday,Shopping,--,--,--
June 2024,20,Wednesday,Demand Gen,--,--,--
June 2024,20,Wednesday,Performance Max,--,11.4%,94.3%
June 2024,20,Thursday,Search,16.5%,8.4%,82.8%
June 2024,20,Thursday,Demand Gen,--,--,--
June 2024,20,Thursday,Performance Max,--,67.4%,39.0%
June 2024,20,Friday,Search,17.9%,28.4%,56.6%
June 2024,20,Friday,Shopping,--,--,--
June 2024,20,Friday,Demand Gen,--,--,--
June 2024,20,Friday,Performance Max,--,2.6%,95.3%
June 2024,20,Saturday,Search,11.3%,8.5%,87.0%
June 2024,20,Saturday,Shopping,--,--,--
June 2024,20,Saturday,Demand Gen,--,--,--
June 2024,20,Saturday,Performance Max,--,32.4%,38.5%
June 2024,21,Sunday,Search,12.8%,10.1%,83.4%
June 2024,21,Sunday,Demand Gen,--,--,--
June 2024,21,Sunday,Performance Max,--,26.7%,77.7%
June 2024,21,Monday,Search,14.4%,11.5%,80.8%
June 2024,21,Monday,Demand Gen,--,--,--
June 2024,21,Monday,Performance Max,--,3.0%,> 99.0%
June 2024,21,Tuesday,Search,14.9%,5.5%,86.1%
June 2024,21,Tuesday,Demand Gen,--,--,--
June 2024,21,Tuesday,Performance Max,--,2.0%,> 99.0%
June 2024,21,Wednesday,Search,< 11.0%,0%,95.0%
June 2024,21,Wednesday,Demand Gen,--,--,--
June 2024,21,Wednesday,Performance Max,--,11.1%,94.5%
June 2024,21,Thursday,Search,29.2%,0%,76.4%
June 2024,21,Thursday,Demand Gen,--,--,--
June 2024,21,Thursday,Performance Max,--,70.3%,34.0%
June 2024,21,Friday,Search,16.8%,22.1%,66.4%
June 2024,21,Friday,Demand Gen,--,--,--
June 2024,21,Friday,Performance Max,--,9.1%,86.7%
June 2024,21,Saturday,Search,13.0%,6.5%,88.5%
June 2024,21,Saturday,Shopping,--,--,--
June 2024,21,Saturday,Demand Gen,--,--,--
June 2024,21,Saturday,Performance Max,--,44.1%,36.1%
June 2024,22,Sunday,Search,< 11.0%,10.3%,89.0%
June 2024,22,Sunday,Demand Gen,--,--,--
June 2024,22,Sunday,Performance Max,--,26.8%,80.5%
June 2024,22,Monday,Search,13.5%,10.3%,82.9%
June 2024,22,Monday,Shopping,--,--,--
June 2024,22,Monday,Demand Gen,--,--,--
June 2024,22,Monday,Performance Max,--,1.9%,> 99.0%
June 2024,22,Tuesday,Search,< 11.0%,5.6%,90.6%
June 2024,22,Tuesday,Demand Gen,--,--,--
June 2024,22,Tuesday,Performance Max,--,1.6%,> 99.0%
June 2024,22,Wednesday,Search,13.2%,0%,93.7%
June 2024,22,Wednesday,Demand Gen,--,--,--
June 2024,22,Wednesday,Performance Max,--,11.3%,94.8%
June 2024,22,Thursday,Search,19.6%,0%,84.7%
June 2024,22,Thursday,Demand Gen,--,--,--
June 2024,22,Thursday,Performance Max,--,70.2%,38.0%
June 2024,22,Friday,Search,21.4%,15.6%,73.7%
June 2024,22,Friday,Demand Gen,--,--,--
June 2024,22,Friday,Performance Max,--,49.2%,31.8%
June 2024,22,Saturday,Search,11.6%,5.7%,92.2%
June 2024,22,Saturday,Shopping,--,--,--
June 2024,22,Saturday,Demand Gen,--,--,--
June 2024,22,Saturday,Performance Max,--,43.5%,40.8%
June 2024,23,Sunday,Search,13.3%,10.2%,83.8%
June 2024,23,Sunday,Demand Gen,--,--,--
June 2024,23,Sunday,Performance Max,--,30.6%,76.5%
June 2024,23,Monday,Search,12.7%,11.2%,82.6%
June 2024,23,Monday,Demand Gen,--,--,--
June 2024,23,Monday,Performance Max,--,1.8%,> 99.0%
June 2024,23,Tuesday,Search,15.7%,5.1%,87.9%
June 2024,23,Tuesday,Demand Gen,--,--,--
June 2024,23,Tuesday,Performance Max,--,1.6%,> 99.0%
June 2024,23,Wednesday,Search,< 11.0%,0%,97.4%
June 2024,23,Wednesday,Demand Gen,--,--,--
June 2024,23,Wednesday,Performance Max,--,11.2%,93.7%
June 2024,23,Thursday,Search,28.0%,0%,76.2%
June 2024,23,Thursday,Demand Gen,--,--,--
June 2024,23,Thursday,Performance Max,--,74.0%,32.9%
June 2024,23,Friday,Search,45.5%,22.8%,34.1%
June 2024,23,Friday,Demand Gen,--,--,--
June 2024,23,Friday,Performance Max,--,38.8%,38.8%
June 2024,23,Saturday,Search,< 11.0%,5.0%,92.8%
June 2024,23,Saturday,Demand Gen,--,--,--
June 2024,23,Saturday,Performance Max,--,44.2%,53.9%
July 2024,0,Sunday,Search,13.8%,11.2%,78.6%
July 2024,0,Sunday,Shopping,--,--,--
July 2024,0,Sunday,Demand Gen,--,--,--
July 2024,0,Sunday,Performance Max,--,2.2%,> 97.8%
July 2024,0,Monday,Search,16.0%,14.0%,74.6%
July 2024,0,Monday,Shopping,--,--,--
July 2024,0,Monday,Demand Gen,--,--,--
July 2024,0,Monday,Performance Max,--,5.4%,> 97.8%
July 2024,0,Tuesday,Search,11.4%,4.9%,86.7%
July 2024,0,Tuesday,Shopping,--,--,--
July 2024,0,Tuesday,Demand Gen,--,--,--
July 2024,0,Tuesday,Performance Max,--,1.3%,> 97.8%
July 2024,0,Wednesday,Search,15.2%,0%,90.9%
July 2024,0,Wednesday,Shopping,--,--,--
July 2024,0,Wednesday,Demand Gen,--,--,--
July 2024,0,Wednesday,Performance Max,--,10.2%,95.4%
July 2024,0,Thursday,Search,17.0%,8.1%,80.3%
July 2024,0,Thursday,Shopping,--,--,--
July 2024,0,Thursday,Demand Gen,--,--,--
July 2024,0,Thursday,Performance Max,--,67.2%,36.9%
July 2024,0,Friday,Search,20.9%,28.0%,53.0%
July 2024,0,Friday,Shopping,--,--,--
July 2024,0,Friday,Demand Gen,--,--,--
July 2024,0,Friday,Performance Max,--,77.4%,26.4%
July 2024,0,Saturday,Search,16.0%,6.5%,81.0%
July 2024,0,Saturday,Shopping,--,--,--
July 2024,0,Saturday,Demand Gen,--,--,--
July 2024,0,Saturday,Performance Max,--,37.7%,65.2%
July 2024,1,Sunday,Search,13.2%,13.7%,80.3%
July 2024,1,Sunday,Shopping,--,--,--
July 2024,1,Sunday,Demand Gen,--,--,--
July 2024,1,Sunday,Performance Max,--,1.8%,> 97.8%
July 2024,1,Monday,Search,19.1%,13.2%,71.4%
July 2024,1,Monday,Shopping,--,--,--
July 2024,1,Monday,Demand Gen,--,--,--
July 2024,1,Monday,Performance Max,--,5.0%,> 97.8%
July 2024,1,Tuesday,Search,15.1%,4.9%,84.1%
July 2024,1,Tuesday,Shopping,--,--,--
July 2024,1,Tuesday,Performance Max,--,1.3%,> 97.8%
July 2024,1,Wednesday,Search,< 10.9%,0%,95.7%
July 2024,1,Wednesday,Shopping,--,--,--
July 2024,1,Wednesday,Demand Gen,--,--,--
July 2024,1,Wednesday,Performance Max,--,9.8%,95.7%
July 2024,1,Thursday,Search,23.0%,7.6%,74.2%
July 2024,1,Thursday,Shopping,--,--,--
July 2024,1,Thursday,Demand Gen,--,--,--
July 2024,1,Thursday,Performance Max,--,67.6%,36.4%
July 2024,1,Friday,Search,13.2%,25.8%,62.6%
July 2024,1,Friday,Shopping,--,--,--
July 2024,1,Friday,Demand Gen,--,--,--
July 2024,1,Friday,Performance Max,--,73.0%,33.6%
July 2024,1,Saturday,Search,21.2%,5.3%,75.2%
July 2024,1,Saturday,Shopping,--,--,--
July 2024,1,Saturday,Demand Gen,--,--,--
July 2024,1,Saturday,Performance Max,--,39.7%,62.7%
July 2024,2,Sunday,Search,13.5%,11.9%,80.8%
July 2024,2,Sunday,Shopping,--,--,--
July 2024,2,Sunday,Demand Gen,--,--,--
July 2024,2,Sunday,Performance Max,--,2.4%,> 97.8%
July 2024,2,Monday,Search,17.0%,13.1%,73.7%
July 2024,2,Monday,Shopping,--,--,--
July 2024,2,Monday,Demand Gen,--,--,--
July 2024,2,Monday,Performance Max,--,5.3%,> 97.8%
July 2024,2,Tuesday,Search,14.0%,4.1%,85.2%
July 2024,2,Tuesday,Shopping,--,--,--
July 2024,2,Tuesday,Demand Gen,--,--,--
July 2024,2,Tuesday,Performance Max,--,1.3%,> 97.8%
July 2024,2,Wednesday,Search,17.9%,0%,87.3%
July 2024,2,Wednesday,Shopping,--,--,--
July 2024,2,Wednesday,Demand Gen,--,--,--
July 2024,2,Wednesday,Performance Max,--,10.0%,96.5%
July 2024,2,Thursday,Search,< 10.9%,9.8%,86.7%
July 2024,2,Thursday,Shopping,--,--,--
July 2024,2,Thursday,Demand Gen,--,--,--
July 2024,2,Thursday,Performance Max,--,67.6%,37.2%
July 2024,2,Friday,Search,23.5%,29.7%,51.2%
July 2024,2,Friday,Shopping,--,--,--
July 2024,2,Friday,Demand Gen,--,--,--
July 2024,2,Friday,Performance Max,--,66.8%,40.1%
July 2024,2,Saturday,Search,20.3%,7.5%,75.1%
July 2024,2,Saturday,Shopping,--,--,--
July 2024,2,Saturday,Demand Gen,--,--,--
July 2024,2,Saturday,Performance Max,--,41.4%,54.3%
July 2024,3,Sunday,Search,14.7%,13.3%,76.2%
July 2024,3,Sunday,Shopping,--,--,--
July 2024,3,Sunday,Demand Gen,--,--,--
July 2024,3,Sunday,Performance Max,--,4.1%,> 97.8%
July 2024,3,Monday,Search,15.8%,12.5%,76.5%
July 2024,3,Monday,Shopping,--,--,--
July 2024,3,Monday,Demand Gen,--,--,--
July 2024,3,Monday,Performance Max,--,5.4%,> 97.8%
July 2024,3,Tuesday,Search,14.3%,4.2%,90.3%
July 2024,3,Tuesday,Shopping,--,--,--
July 2024,3,Tuesday,Demand Gen,--,--,--
July 2024,3,Tuesday,Performance Max,--,1.6%,> 97.8%
July 2024,3,Wednesday,Search,23.7%,0%,83.8%
July 2024,3,Wednesday,Shopping,--,--,--
July 2024,3,Wednesday,Demand Gen,--,--,--
July 2024,3,Wednesday,Performance Max,--,10.6%,94.5%
July 2024,3,Thursday,Search,13.3%,7.1%,85.4%
July 2024,3,Thursday,Shopping,--,--,--
July 2024,3,Thursday,Demand Gen,--,--,--
July 2024,3,Thursday,Performance Max,--,67.4%,36.8%
July 2024,3,Friday,Search,24.2%,27.9%,53.4%
July 2024,3,Friday,Shopping,--,--,--
July 2024,3,Friday,Demand Gen,--,--,--
July 2024,3,Friday,Performance Max,--,66.3%,41.0%
July 2024,3,Saturday,Search,18.3%,6.5%,81.3%
July 2024,3,Saturday,Shopping,--,--,--
July 2024,3,Saturday,Demand Gen,--,--,--
July 2024,3,Saturday,Performance Max,--,48.3%,48.3%
July 2024,4,Sunday,Search,15.9%,12.8%,77.2%
July 2024,4,Sunday,Shopping,--,--,--
July 2024,4,Sunday,Demand Gen,--,--,--
July 2024,4,Sunday,Performance Max,--,3.1%,> 97.8%
July 2024,4,Monday,Search,21.2%,14.3%,68.9%
July 2024,4,Monday,Shopping,--,--,--
July 2024,4,Monday,Demand Gen,--,--,--
July 2024,4,Monday,Performance Max,--,4.6%,> 97.8%
July 2024,4,Tuesday,Search,16.3%,4.7%,85.9%
July 2024,4,Tuesday,Shopping,--,--,--
July 2024,4,Tuesday,Demand Gen,--,--,--
July 2024,4,Tuesday,Performance Max,--,2.1%,> 97.8%
July 2024,4,Wednesday,Search,14.4%,0%,91.2%
July 2024,4,Wednesday,Shopping,--,--,--
July 2024,4,Wednesday,Demand Gen,--,--,--
July 2024,4,Wednesday,Performance Max,--,10.9%,94.9%
July 2024,4,Thursday,Search,16.9%,10.4%,78.4%
July 2024,4,Thursday,Shopping,--,--,--
July 2024,4,Thursday,Demand Gen,--,--,--
July 2024,4,Thursday,Performance Max,--,67.3%,39.2%
July 2024,4,Friday,Search,19.8%,28.0%,55.9%
July 2024,4,Friday,Shopping,--,--,--
July 2024,4,Friday,Demand Gen,--,--,--
July 2024,4,Friday,Performance Max,--,65.3%,40.7%
July 2024,4,Saturday,Search,17.0%,6.1%,79.6%
July 2024,4,Saturday,Shopping,--,--,--
July 2024,4,Saturday,Demand Gen,--,--,--
July 2024,4,Saturday,Performance Max,--,55.3%,43.5%
July 2024,5,Sunday,Search,14.9%,10.8%,80.1%
July 2024,5,Sunday,Shopping,--,--,--
July 2024,5,Sunday,Demand Gen,--,--,--
July 2024,5,Sunday,Performance Max,--,3.7%,> 97.8%
July 2024,5,Monday,Search,18.9%,17.2%,68.1%
July 2024,5,Monday,Shopping,--,--,--
July 2024,5,Monday,Demand Gen,--,--,--
July 2024,5,Monday,Performance Max,--,4.9%,> 97.8%
July 2024,5,Tuesday,Search,17.0%,5.1%,81.3%
July 2024,5,Tuesday,Shopping,--,--,--
July 2024,5,Tuesday,Demand Gen,--,--,--
July 2024,5,Tuesday,Performance Max,--,1.8%,> 97.8%
July 2024,5,Wednesday,Search,20.1%,0%,85.2%
July 2024,5,Wednesday,Shopping,--,--,--
July 2024,5,Wednesday,Demand Gen,--,--,--
July 2024,5,Wednesday,Performance Max,--,10.6%,93.3%
July 2024,5,Thursday,Search,15.6%,9.1%,81.9%
July 2024,5,Thursday,Shopping,--,--,--
July 2024,5,Thursday,Demand Gen,--,--,--
July 2024,5,Thursday,Performance Max,--,67.4%,38.5%
July 2024,5,Friday,Search,17.0%,31.3%,55.9%
July 2024,5,Friday,Shopping,--,--,--
July 2024,5,Friday,Demand Gen,--,--,--
July 2024,5,Friday,Performance Max,--,56.3%,49.9%
July 2024,5,Saturday,Search,17.7%,9.3%,77.5%
July 2024,5,Saturday,Shopping,--,--,--
July 2024,5,Saturday,Demand Gen,--,--,--
July 2024,5,Saturday,Performance Max,--,57.0%,42.7%
July 2024,6,Sunday,Search,17.4%,12.9%,75.2%
July 2024,6,Sunday,Shopping,--,--,--
July 2024,6,Sunday,Demand Gen,--,--,--
July 2024,6,Sunday,Performance Max,--,4.6%,> 97.8%
July 2024,6,Monday,Search,19.1%,16.3%,67.7%
July 2024,6,Monday,Shopping,--,--,--
July 2024,6,Monday,Demand Gen,--,--,--
July 2024,6,Monday,Performance Max,--,5.0%,> 97.8%
July 2024,6,Tuesday,Search,15.0%,6.0%,85.3%
July 2024,6,Tuesday,Shopping,--,--,--
July 2024,6,Tuesday,Demand Gen,--,--,--
July 2024,6,Tuesday,Performance Max,--,2.0%,> 97.8%
July 2024,6,Wednesday,Search,14.8%,0%,91.6%
July 2024,6,Wednesday,Shopping,--,--,--
July 2024,6,Wednesday,Demand Gen,--,--,--
July 2024,6,Wednesday,Performance Max,--,10.5%,95.4%
July 2024,6,Thursday,Search,12.6%,10.4%,82.8%
July 2024,6,Thursday,Shopping,--,--,--
July 2024,6,Thursday,Demand Gen,--,--,--
July 2024,6,Thursday,Performance Max,--,67.4%,38.0%
July 2024,6,Friday,Search,16.1%,31.5%,58.0%
July 2024,6,Friday,Shopping,--,--,--
July 2024,6,Friday,Demand Gen,--,--,--
July 2024,6,Friday,Performance Max,--,41.8%,63.4%
July 2024,6,Saturday,Search,19.6%,9.2%,75.2%
July 2024,6,Saturday,Shopping,--,--,--
July 2024,6,Saturday,Demand Gen,--,--,--
July 2024,6,Saturday,Performance Max,--,54.3%,41.4%
July 2024,7,Sunday,Search,17.9%,12.5%,76.1%
July 2024,7,Sunday,Shopping,--,--,--
July 2024,7,Sunday,Demand Gen,--,--,--
July 2024,7,Sunday,Performance Max,--,5.9%,> 97.8%
July 2024,7,Monday,Search,17.2%,15.6%,71.4%
July 2024,7,Monday,Shopping,--,--,--
July 2024,7,Monday,Demand Gen,--,--,--
July 2024,7,Monday,Performance Max,--,4.5%,> 97.8%
July 2024,7,Tuesday,Search,19.2%,4.9%,82.6%
July 2024,7,Tuesday,Shopping,--,--,--
July 2024,7,Tuesday,Demand Gen,--,--,--
July 2024,7,Tuesday,Performance Max,--,1.6%,> 97.8%
July 2024,7,Wednesday,Search,13.0%,0%,92.0%
July 2024,7,Wednesday,Shopping,--,--,--
July 2024,7,Wednesday,Demand Gen,--,--,--
July 2024,7,Wednesday,Performance Max,--,9.9%,95.9%
July 2024,7,Thursday,Search,16.1%,9.7%,81.3%
July 2024,7,Thursday,Shopping,--,--,--
July 2024,7,Thursday,Demand Gen,--,--,--
July 2024,7,Thursday,Performance Max,--,67.1%,38.1%
July 2024,7,Friday,Search,15.3%,31.9%,59.8%
July 2024,7,Friday,Shopping,--,--,--
July 2024,7,Friday,Demand Gen,--,--,--
July 2024,7,Friday,Performance Max,--,53.5%,51.6%
July 2024,7,Saturday,Search,18.2%,9.2%,76.3%
July 2024,7,Saturday,Shopping,--,--,--
July 2024,7,Saturday,Demand Gen,--,--,--
July 2024,7,Saturday,Performance Max,--,43.0%,43.0%
July 2024,8,Sunday,Search,15.9%,12.2%,79.0%
July 2024,8,Sunday,Shopping,--,--,--
July 2024,8,Sunday,Demand Gen,--,--,--
July 2024,8,Sunday,Performance Max,--,3.0%,> 97.8%
July 2024,8,Monday,Search,15.3%,15.0%,73.9%
July 2024,8,Monday,Shopping,--,--,--
July 2024,8,Monday,Demand Gen,--,--,--
July 2024,8,Monday,Performance Max,--,5.7%,> 97.8%
July 2024,8,Tuesday,Search,17.0%,5.3%,84.5%
July 2024,8,Tuesday,Shopping,--,--,--
July 2024,8,Tuesday,Demand Gen,--,--,--
July 2024,8,Tuesday,Performance Max,--,1.7%,> 97.8%
July 2024,8,Wednesday,Search,14.4%,0%,92.4%
July 2024,8,Wednesday,Shopping,--,--,--
July 2024,8,Wednesday,Demand Gen,--,--,--
July 2024,8,Wednesday,Performance Max,--,10.3%,95.9%
July 2024,8,Thursday,Search,14.8%,9.8%,82.5%
July 2024,8,Thursday,Shopping,--,--,--
July 2024,8,Thursday,Demand Gen,--,--,--
July 2024,8,Thursday,Performance Max,--,67.2%,37.7%
July 2024,8,Friday,Search,13.4%,32.6%,60.2%
July 2024,8,Friday,Shopping,--,--,--
July 2024,8,Friday,Demand Gen,--,--,--
July 2024,8,Friday,Performance Max,--,71.9%,34.2%
July 2024,8,Saturday,Search,16.0%,8.1%,80.9%
July 2024,8,Saturday,Shopping,--,--,--
July 2024,8,Saturday,Demand Gen,--,--,--
July 2024,8,Saturday,Performance Max,--,40.7%,49.8%
July 2024,9,Sunday,Search,17.5%,13.5%,75.5%
July 2024,9,Sunday,Shopping,--,--,--
July 2024,9,Sunday,Demand Gen,--,--,--
July 2024,9,Sunday,Performance Max,--,5.4%,97.3%
July 2024,9,Monday,Search,13.4%,13.9%,77.9%
July 2024,9,Monday,Shopping,--,--,--
July 2024,9,Monday,Demand Gen,--,--,--
July 2024,9,Monday,Performance Max,--,6.0%,> 97.8%
July 2024,9,Tuesday,Search,16.6%,5.8%,83.2%
July 2024,9,Tuesday,Shopping,--,--,--
July 2024,9,Tuesday,Demand Gen,--,--,--
July 2024,9,Tuesday,Performance Max,--,1.9%,> 97.8%
July 2024,9,Wednesday,Search,11.7%,0%,92.9%
July 2024,9,Wednesday,Shopping,--,--,--
July 2024,9,Wednesday,Demand Gen,--,--,--
July 2024,9,Wednesday,Performance Max,--,9.3%,94.6%
July 2024,9,Thursday,Search,16.2%,10.1%,81.9%
July 2024,9,Thursday,Shopping,--,--,--
July 2024,9,Thursday,Demand Gen,--,--,--
July 2024,9,Thursday,Performance Max,--,67.2%,38.4%
July 2024,9,Friday,Search,14.0%,32.3%,58.8%
July 2024,9,Friday,Shopping,--,--,--
July 2024,9,Friday,Demand Gen,--,--,--
July 2024,9,Friday,Performance Max,--,76.2%,28.1%
July 2024,9,Saturday,Search,15.6%,8.8%,78.8%
July 2024,9,Saturday,Shopping,--,--,--
July 2024,9,Saturday,Demand Gen,--,--,--
July 2024,9,Saturday,Performance Max,--,35.5%,58.5%
July 2024,10,Sunday,Search,15.7%,12.6%,78.2%
July 2024,10,Sunday,Shopping,--,--,--
July 2024,10,Sunday,Demand Gen,--,--,--
July 2024,10,Sunday,Performance Max,--,7.2%,96.3%
July 2024,10,Monday,Search,14.9%,14.8%,75.3%
July 2024,10,Monday,Shopping,--,--,--
July 2024,10,Monday,Demand Gen,--,--,--
July 2024,10,Monday,Performance Max,--,6.1%,> 97.8%
July 2024,10,Tuesday,Search,13.5%,6.3%,85.5%
July 2024,10,Tuesday,Shopping,--,--,--
July 2024,10,Tuesday,Demand Gen,--,--,--
July 2024,10,Tuesday,Performance Max,--,1.9%,> 97.8%
July 2024,10,Wednesday,Search,11.4%,0%,95.4%
July 2024,10,Wednesday,Shopping,--,--,--
July 2024,10,Wednesday,Demand Gen,--,--,--
July 2024,10,Wednesday,Performance Max,--,10.3%,94.9%
July 2024,10,Thursday,Search,15.3%,9.6%,81.0%
July 2024,10,Thursday,Shopping,--,--,--
July 2024,10,Thursday,Demand Gen,--,--,--
July 2024,10,Thursday,Performance Max,--,67.3%,38.5%
July 2024,10,Friday,Search,14.4%,30.3%,58.7%
July 2024,10,Friday,Shopping,--,--,--
July 2024,10,Friday,Demand Gen,--,--,--
July 2024,10,Friday,Performance Max,--,75.8%,29.3%
July 2024,10,Saturday,Search,15.9%,8.4%,81.9%
July 2024,10,Saturday,Shopping,--,--,--
July 2024,10,Saturday,Demand Gen,--,--,--
July 2024,10,Saturday,Performance Max,--,49.0%,42.9%
July 2024,11,Sunday,Search,12.8%,11.9%,81.8%
July 2024,11,Sunday,Shopping,--,--,--
July 2024,11,Sunday,Demand Gen,--,--,--
July 2024,11,Sunday,Performance Max,--,10.5%,92.0%
July 2024,11,Monday,Search,15.2%,15.4%,74.6%
July 2024,11,Monday,Shopping,--,--,--
July 2024,11,Monday,Demand Gen,--,--,--
July 2024,11,Monday,Performance Max,--,6.1%,> 97.8%
July 2024,11,Tuesday,Search,15.9%,4.4%,82.9%
July 2024,11,Tuesday,Shopping,--,--,--
July 2024,11,Tuesday,Demand Gen,--,--,--
July 2024,11,Tuesday,Performance Max,--,1.9%,> 97.8%
July 2024,11,Wednesday,Search,14.8%,0.4%,88.6%
July 2024,11,Wednesday,Shopping,--,--,--
July 2024,11,Wednesday,Demand Gen,--,--,--
July 2024,11,Wednesday,Performance Max,--,10.2%,94.5%
July 2024,11,Thursday,Search,14.4%,9.5%,82.1%
July 2024,11,Thursday,Shopping,--,--,--
July 2024,11,Thursday,Demand Gen,--,--,--
July 2024,11,Thursday,Performance Max,--,67.7%,36.7%
July 2024,11,Friday,Search,12.8%,32.9%,59.9%
July 2024,11,Friday,Shopping,--,--,--
July 2024,11,Friday,Demand Gen,--,--,--
July 2024,11,Friday,Performance Max,--,76.7%,29.2%
July 2024,11,Saturday,Search,15.5%,7.5%,83.4%
July 2024,11,Saturday,Shopping,--,--,--
July 2024,11,Saturday,Demand Gen,--,--,--
July 2024,11,Saturday,Performance Max,--,66.9%,33.4%
July 2024,12,Sunday,Search,13.9%,14.2%,78.6%
July 2024,12,Sunday,Shopping,--,--,--
July 2024,12,Sunday,Demand Gen,--,--,--
July 2024,12,Sunday,Performance Max,--,12.5%,90.2%
July 2024,12,Monday,Search,14.1%,15.3%,76.3%
July 2024,12,Monday,Shopping,--,--,--
July 2024,12,Monday,Demand Gen,--,--,--
July 2024,12,Monday,Performance Max,--,4.3%,> 97.8%
July 2024,12,Tuesday,Search,16.7%,5.4%,82.4%
July 2024,12,Tuesday,Shopping,--,--,--
July 2024,12,Tuesday,Demand Gen,--,--,--
July 2024,12,Tuesday,Performance Max,--,1.9%,> 97.8%
July 2024,12,Wednesday,Search,11.7%,0%,92.2%
July 2024,12,Wednesday,Shopping,--,--,--
July 2024,12,Wednesday,Demand Gen,--,--,--
July 2024,12,Wednesday,Performance Max,--,10.7%,94.4%
July 2024,12,Thursday,Search,13.1%,9.8%,83.5%
July 2024,12,Thursday,Shopping,--,--,--
July 2024,12,Thursday,Demand Gen,--,--,--
July 2024,12,Thursday,Performance Max,--,67.4%,38.8%
July 2024,12,Friday,Search,11.6%,32.8%,61.2%
July 2024,12,Friday,Shopping,--,--,--
July 2024,12,Friday,Demand Gen,--,--,--
July 2024,12,Friday,Performance Max,--,75.8%,27.8%
July 2024,12,Saturday,Search,13.1%,7.7%,85.3%
July 2024,12,Saturday,Shopping,--,--,--
July 2024,12,Saturday,Demand Gen,--,--,--
July 2024,12,Saturday,Performance Max,--,65.1%,38.3%
July 2024,13,Sunday,Search,16.2%,14.7%,75.0%
July 2024,13,Sunday,Shopping,--,--,--
July 2024,13,Sunday,Demand Gen,--,--,--
July 2024,13,Sunday,Performance Max,--,13.9%,92.1%
July 2024,13,Monday,Search,17.1%,15.7%,72.9%
July 2024,13,Monday,Shopping,--,--,--
July 2024,13,Monday,Demand Gen,--,--,--
July 2024,13,Monday,Performance Max,--,5.3%,> 97.8%
July 2024,13,Tuesday,Search,16.3%,5.3%,82.9%
July 2024,13,Tuesday,Shopping,--,--,--
July 2024,13,Tuesday,Demand Gen,--,--,--
July 2024,13,Tuesday,Performance Max,--,2.0%,> 97.8%
July 2024,13,Wednesday,Search,12.4%,0%,91.9%
July 2024,13,Wednesday,Shopping,--,--,--
July 2024,13,Wednesday,Demand Gen,--,--,--
July 2024,13,Wednesday,Performance Max,--,10.7%,94.3%
July 2024,13,Thursday,Search,12.1%,8.9%,86.4%
July 2024,13,Thursday,Shopping,--,--,--
July 2024,13,Thursday,Demand Gen,--,--,--
July 2024,13,Thursday,Performance Max,--,67.4%,38.0%
July 2024,13,Friday,Search,< 10.9%,31.7%,63.4%
July 2024,13,Friday,Shopping,--,--,--
July 2024,13,Friday,Demand Gen,--,--,--
July 2024,13,Friday,Performance Max,--,76.0%,30.1%
July 2024,13,Saturday,Search,14.4%,8.4%,81.6%
July 2024,13,Saturday,Shopping,--,--,--
July 2024,13,Saturday,Demand Gen,--,--,--
July 2024,13,Saturday,Performance Max,--,67.6%,34.4%
July 2024,14,Sunday,Search,14.0%,12.0%,79.4%
July 2024,14,Sunday,Demand Gen,--,--,--
July 2024,14,Sunday,Performance Max,--,11.3%,90.7%
July 2024,14,Monday,Search,13.7%,15.1%,77.2%
July 2024,14,Monday,Shopping,--,--,--
July 2024,14,Monday,Demand Gen,--,--,--
July 2024,14,Monday,Performance Max,--,4.7%,> 97.8%
July 2024,14,Tuesday,Search,16.3%,4.9%,84.9%
July 2024,14,Tuesday,Shopping,--,--,--
July 2024,14,Tuesday,Demand Gen,--,--,--
July 2024,14,Tuesday,Performance Max,--,1.5%,> 97.8%
July 2024,14,Wednesday,Search,12.3%,0%,93.7%
July 2024,14,Wednesday,Shopping,--,--,--
July 2024,14,Wednesday,Demand Gen,--,--,--
July 2024,14,Wednesday,Performance Max,--,10.8%,94.8%
July 2024,14,Thursday,Search,12.5%,9.8%,84.1%
July 2024,14,Thursday,Shopping,--,--,--
July 2024,14,Thursday,Demand Gen,--,--,--
July 2024,14,Thursday,Performance Max,--,67.9%,39.0%
July 2024,14,Friday,Search,13.1%,32.6%,60.6%
July 2024,14,Friday,Shopping,--,--,--
July 2024,14,Friday,Demand Gen,--,--,--
July 2024,14,Friday,Performance Max,--,75.5%,29.0%
July 2024,14,Saturday,Search,17.2%,10.3%,78.4%
July 2024,14,Saturday,Shopping,--,--,--
July 2024,14,Saturday,Demand Gen,--,--,--
July 2024,14,Saturday,Performance Max,--,65.5%,33.8%
July 2024,15,Sunday,Search,15.1%,13.3%,78.5%
July 2024,15,Sunday,Demand Gen,--,--,--
July 2024,15,Sunday,Performance Max,--,11.5%,91.8%
July 2024,15,Monday,Search,12.6%,15.6%,77.4%
July 2024,15,Monday,Shopping,--,--,--
July 2024,15,Monday,Demand Gen,--,--,--
