Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
April 2024,19,Monday,Search,15.1%,14.5%,72.5%
April 2024,19,Monday,Shopping,--,--,--
April 2024,19,Monday,Demand Gen,--,--,--
April 2024,19,Monday,Performance Max,--,5.4%,> 94.5%
April 2024,19,Tuesday,Search,16.4%,5.7%,80.1%
April 2024,19,Tuesday,Demand Gen,--,--,--
April 2024,19,Tuesday,Performance Max,--,2.1%,> 94.5%
April 2024,19,Wednesday,Search,11.9%,0%,88.4%
April 2024,19,Wednesday,Shopping,--,--,--
April 2024,19,Wednesday,Demand Gen,--,--,--
April 2024,19,Wednesday,Performance Max,--,10.7%,90.8%
April 2024,19,Thursday,Search,16.0%,8.0%,77.7%
April 2024,19,Thursday,Demand Gen,--,--,--
April 2024,19,Thursday,Performance Max,--,61.0%,39.7%
April 2024,19,Friday,Search,14.6%,30.1%,55.7%
April 2024,19,Friday,Shopping,--,--,--
April 2024,19,Friday,Demand Gen,--,--,--
April 2024,19,Friday,Performance Max,--,42.0%,54.0%
April 2024,19,Saturday,Search,13.8%,7.9%,79.0%
April 2024,19,Saturday,Shopping,--,--,--
April 2024,19,Saturday,Demand Gen,--,--,--
April 2024,19,Saturday,Performance Max,--,31.7%,29.7%
April 2024,20,Sunday,Search,12.9%,10.9%,77.1%
April 2024,20,Sunday,Demand Gen,--,--,--
April 2024,20,Sunday,Performance Max,--,24.9%,74.7%
April 2024,20,Monday,Search,16.3%,11.2%,73.8%
April 2024,20,Monday,Demand Gen,--,--,--
April 2024,20,Monday,Performance Max,--,5.1%,> 94.5%
April 2024,20,Tuesday,Search,18.0%,5.4%,77.0%
April 2024,20,Tuesday,Demand Gen,--,--,--
April 2024,20,Tuesday,Performance Max,--,1.9%,> 94.5%
April 2024,20,Wednesday,Search,15.9%,0.1%,84.8%
April 2024,20,Wednesday,Shopping,--,--,--
April 2024,20,Wednesday,Demand Gen,--,--,--
April 2024,20,Wednesday,Performance Max,--,10.9%,90.0%
April 2024,20,Thursday,Search,15.8%,8.0%,79.0%
April 2024,20,Thursday,Demand Gen,--,--,--
April 2024,20,Thursday,Performance Max,--,64.4%,37.3%
April 2024,20,Friday,Search,17.1%,27.1%,54.1%
April 2024,20,Friday,Shopping,--,--,--
April 2024,20,Friday,Demand Gen,--,--,--
April 2024,20,Friday,Performance Max,--,2.4%,91.0%
April 2024,20,Saturday,Search,10.8%,8.1%,83.0%
April 2024,20,Saturday,Shopping,--,--,--
April 2024,20,Saturday,Demand Gen,--,--,--
April 2024,20,Saturday,Performance Max,--,31.0%,36.8%
April 2024,21,Sunday,Search,12.2%,9.6%,79.6%
April 2024,21,Sunday,Demand Gen,--,--,--
April 2024,21,Sunday,Performance Max,--,25.5%,74.2%
April 2024,21,Monday,Search,13.7%,11.0%,77.1%
April 2024,21,Monday,Demand Gen,--,--,--
April 2024,21,Monday,Performance Max,--,2.8%,> 94.5%
April 2024,21,Tuesday,Search,14.3%,5.3%,82.2%
April 2024,21,Tuesday,Demand Gen,--,--,--
April 2024,21,Tuesday,Performance Max,--,1.9%,> 94.5%
April 2024,21,Wednesday,Search,< 10.5%,0%,90.6%
April 2024,21,Wednesday,Demand Gen,--,--,--
April 2024,21,Wednesday,Performance Max,--,10.6%,90.2%
April 2024,21,Thursday,Search,27.8%,0%,72.9%
April 2024,21,Thursday,Demand Gen,--,--,--
April 2024,21,Thursday,Performance Max,--,67.1%,32.5%
April 2024,21,Friday,Search,16.0%,21.1%,63.3%
April 2024,21,Friday,Demand Gen,--,--,--
April 2024,21,Friday,Performance Max,--,8.7%,82.8%
April 2024,21,Saturday,Search,12.4%,6.2%,84.4%
April 2024,21,Saturday,Shopping,--,--,--
April 2024,21,Saturday,Demand Gen,--,--,--
April 2024,21,Saturday,Performance Max,--,42.1%,34.5%
April 2024,22,Sunday,Search,< 10.5%,9.8%,85.0%
April 2024,22,Sunday,Demand Gen,--,--,--
April 2024,22,Sunday,Performance Max,--,25.6%,76.8%
April 2024,22,Monday,Search,12.9%,9.8%,79.1%
April 2024,22,Monday,Shopping,--,--,--
April 2024,22,Monday,Demand Gen,--,--,--
April 2024,22,Monday,Performance Max,--,1.8%,> 94.5%
April 2024,22,Tuesday,Search,< 10.5%,5.3%,86.5%
April 2024,22,Tuesday,Demand Gen,--,--,--
April 2024,22,Tuesday,Performance Max,--,1.5%,> 94.5%
April 2024,22,Wednesday,Search,12.6%,0%,89.4%
April 2024,22,Wednesday,Demand Gen,--,--,--
April 2024,22,Wednesday,Performance Max,--,10.8%,90.5%
April 2024,22,Thursday,Search,18.7%,0%,80.8%
April 2024,22,Thursday,Demand Gen,--,--,--
April 2024,22,Thursday,Performance Max,--,67.1%,36.3%
April 2024,22,Friday,Search,20.5%,14.9%,70.3%
April 2024,22,Friday,Demand Gen,--,--,--
April 2024,22,Friday,Performance Max,--,47.0%,30.4%
April 2024,22,Saturday,Search,11.1%,5.4%,88.0%
April 2024,22,Saturday,Shopping,--,--,--
April 2024,22,Saturday,Demand Gen,--,--,--
April 2024,22,Saturday,Performance Max,--,41.6%,38.9%
April 2024,23,Sunday,Search,12.7%,9.8%,80.0%
April 2024,23,Sunday,Demand Gen,--,--,--
April 2024,23,Sunday,Performance Max,--,29.2%,73.0%
April 2024,23,Monday,Search,12.1%,10.7%,78.8%
April 2024,23,Monday,Demand Gen,--,--,--
April 2024,23,Monday,Performance Max,--,1.7%,> 94.5%
April 2024,23,Tuesday,Search,15.0%,4.9%,83.9%
April 2024,23,Tuesday,Demand Gen,--,--,--
April 2024,23,Tuesday,Performance Max,--,1.5%,> 94.5%
April 2024,23,Wednesday,Search,< 10.5%,0%,93.0%
April 2024,23,Wednesday,Demand Gen,--,--,--
April 2024,23,Wednesday,Performance Max,--,10.7%,89.5%
April 2024,23,Thursday,Search,26.7%,0%,72.7%
April 2024,23,Thursday,Demand Gen,--,--,--
April 2024,23,Thursday,Performance Max,--,70.6%,31.4%
April 2024,23,Friday,Search,43.4%,21.7%,32.6%
April 2024,23,Friday,Demand Gen,--,--,--
April 2024,23,Friday,Performance Max,--,37.1%,37.1%
April 2024,23,Saturday,Search,< 10.5%,4.8%,88.5%
April 2024,23,Saturday,Demand Gen,--,--,--
April 2024,23,Saturday,Performance Max,--,42.2%,51.4%
May 2024,0,Sunday,Search,13.8%,11.2%,78.6%
May 2024,0,Sunday,Shopping,--,--,--
May 2024,0,Sunday,Demand Gen,--,--,--
May 2024,0,Sunday,Performance Max,--,2.2%,> 97.8%
May 2024,0,Monday,Search,16.0%,14.0%,74.6%
May 2024,0,Monday,Shopping,--,--,--
May 2024,0,Monday,Demand Gen,--,--,--
May 2024,0,Monday,Performance Max,--,5.4%,> 97.8%
May 2024,0,Tuesday,Search,11.4%,4.9%,86.7%
May 2024,0,Tuesday,Shopping,--,--,--
May 2024,0,Tuesday,Demand Gen,--,--,--
May 2024,0,Tuesday,Performance Max,--,1.3%,> 97.8%
May 2024,0,Wednesday,Search,15.2%,0%,90.9%
May 2024,0,Wednesday,Shopping,--,--,--
May 2024,0,Wednesday,Demand Gen,--,--,--
May 2024,0,Wednesday,Performance Max,--,10.2%,95.4%
May 2024,0,Thursday,Search,17.0%,8.1%,80.3%
May 2024,0,Thursday,Shopping,--,--,--
May 2024,0,Thursday,Demand Gen,--,--,--
May 2024,0,Thursday,Performance Max,--,67.2%,36.9%
May 2024,0,Friday,Search,20.9%,28.0%,53.0%
May 2024,0,Friday,Shopping,--,--,--
May 2024,0,Friday,Demand Gen,--,--,--
May 2024,0,Friday,Performance Max,--,77.4%,26.4%
May 2024,0,Saturday,Search,16.0%,6.5%,81.0%
May 2024,0,Saturday,Shopping,--,--,--
May 2024,0,Saturday,Demand Gen,--,--,--
May 2024,0,Saturday,Performance Max,--,37.7%,65.2%
May 2024,1,Sunday,Search,13.2%,13.7%,80.3%
May 2024,1,Sunday,Shopping,--,--,--
May 2024,1,Sunday,Demand Gen,--,--,--
May 2024,1,Sunday,Performance Max,--,1.8%,> 97.8%
May 2024,1,Monday,Search,19.1%,13.2%,71.4%
May 2024,1,Monday,Shopping,--,--,--
May 2024,1,Monday,Demand Gen,--,--,--
May 2024,1,Monday,Performance Max,--,5.0%,> 97.8%
May 2024,1,Tuesday,Search,15.1%,4.9%,84.1%
May 2024,1,Tuesday,Shopping,--,--,--
May 2024,1,Tuesday,Performance Max,--,1.3%,> 97.8%
May 2024,1,Wednesday,Search,< 10.9%,0%,95.7%
May 2024,1,Wednesday,Shopping,--,--,--
May 2024,1,Wednesday,Demand Gen,--,--,--
May 2024,1,Wednesday,Performance Max,--,9.8%,95.7%
May 2024,1,Thursday,Search,23.0%,7.6%,74.2%
May 2024,1,Thursday,Shopping,--,--,--
May 2024,1,Thursday,Demand Gen,--,--,--
May 2024,1,Thursday,Performance Max,--,67.6%,36.4%
May 2024,1,Friday,Search,13.2%,25.8%,62.6%
May 2024,1,Friday,Shopping,--,--,--
May 2024,1,Friday,Demand Gen,--,--,--
May 2024,1,Friday,Performance Max,--,73.0%,33.6%
May 2024,1,Saturday,Search,21.2%,5.3%,75.2%
May 2024,1,Saturday,Shopping,--,--,--
May 2024,1,Saturday,Demand Gen,--,--,--
May 2024,1,Saturday,Performance Max,--,39.7%,62.7%
May 2024,2,Sunday,Search,13.5%,11.9%,80.8%
May 2024,2,Sunday,Shopping,--,--,--
May 2024,2,Sunday,Demand Gen,--,--,--
May 2024,2,Sunday,Performance Max,--,2.4%,> 97.8%
May 2024,2,Monday,Search,17.0%,13.1%,73.7%
May 2024,2,Monday,Shopping,--,--,--
May 2024,2,Monday,Demand Gen,--,--,--
May 2024,2,Monday,Performance Max,--,5.3%,> 97.8%
May 2024,2,Tuesday,Search,14.0%,4.1%,85.2%
May 2024,2,Tuesday,Shopping,--,--,--
May 2024,2,Tuesday,Demand Gen,--,--,--
May 2024,2,Tuesday,Performance Max,--,1.3%,> 97.8%
May 2024,2,Wednesday,Search,17.9%,0%,87.3%
May 2024,2,Wednesday,Shopping,--,--,--
May 2024,2,Wednesday,Demand Gen,--,--,--
May 2024,2,Wednesday,Performance Max,--,10.0%,96.5%
May 2024,2,Thursday,Search,< 10.9%,9.8%,86.7%
May 2024,2,Thursday,Shopping,--,--,--
May 2024,2,Thursday,Demand Gen,--,--,--
May 2024,2,Thursday,Performance Max,--,67.6%,37.2%
May 2024,2,Friday,Search,23.5%,29.7%,51.2%
May 2024,2,Friday,Shopping,--,--,--
May 2024,2,Friday,Demand Gen,--,--,--
May 2024,2,Friday,Performance Max,--,66.8%,40.1%
May 2024,2,Saturday,Search,20.3%,7.5%,75.1%
May 2024,2,Saturday,Shopping,--,--,--
May 2024,2,Saturday,Demand Gen,--,--,--
May 2024,2,Saturday,Performance Max,--,41.4%,54.3%
May 2024,3,Sunday,Search,14.7%,13.3%,76.2%
May 2024,3,Sunday,Shopping,--,--,--
May 2024,3,Sunday,Demand Gen,--,--,--
May 2024,3,Sunday,Performance Max,--,4.1%,> 97.8%
May 2024,3,Monday,Search,15.8%,12.5%,76.5%
May 2024,3,Monday,Shopping,--,--,--
May 2024,3,Monday,Demand Gen,--,--,--
May 2024,3,Monday,Performance Max,--,5.4%,> 97.8%
May 2024,3,Tuesday,Search,14.3%,4.2%,90.3%
May 2024,3,Tuesday,Shopping,--,--,--
May 2024,3,Tuesday,Demand Gen,--,--,--
May 2024,3,Tuesday,Performance Max,--,1.6%,> 97.8%
May 2024,3,Wednesday,Search,23.7%,0%,83.8%
May 2024,3,Wednesday,Shopping,--,--,--
May 2024,3,Wednesday,Demand Gen,--,--,--
May 2024,3,Wednesday,Performance Max,--,10.6%,94.5%
May 2024,3,Thursday,Search,13.3%,7.1%,85.4%
May 2024,3,Thursday,Shopping,--,--,--
May 2024,3,Thursday,Demand Gen,--,--,--
May 2024,3,Thursday,Performance Max,--,67.4%,36.8%
May 2024,3,Friday,Search,24.2%,27.9%,53.4%
May 2024,3,Friday,Shopping,--,--,--
May 2024,3,Friday,Demand Gen,--,--,--
May 2024,3,Friday,Performance Max,--,66.3%,41.0%
May 2024,3,Saturday,Search,18.3%,6.5%,81.3%
May 2024,3,Saturday,Shopping,--,--,--
May 2024,3,Saturday,Demand Gen,--,--,--
May 2024,3,Saturday,Performance Max,--,48.3%,48.3%
May 2024,4,Sunday,Search,15.9%,12.8%,77.2%
May 2024,4,Sunday,Shopping,--,--,--
May 2024,4,Sunday,Demand Gen,--,--,--
May 2024,4,Sunday,Performance Max,--,3.1%,> 97.8%
May 2024,4,Monday,Search,21.2%,14.3%,68.9%
May 2024,4,Monday,Shopping,--,--,--
May 2024,4,Monday,Demand Gen,--,--,--
May 2024,4,Monday,Performance Max,--,4.6%,> 97.8%
May 2024,4,Tuesday,Search,16.3%,4.7%,85.9%
May 2024,4,Tuesday,Shopping,--,--,--
May 2024,4,Tuesday,Demand Gen,--,--,--
May 2024,4,Tuesday,Performance Max,--,2.1%,> 97.8%
May 2024,4,Wednesday,Search,14.4%,0%,91.2%
May 2024,4,Wednesday,Shopping,--,--,--
May 2024,4,Wednesday,Demand Gen,--,--,--
May 2024,4,Wednesday,Performance Max,--,10.9%,94.9%
May 2024,4,Thursday,Search,16.9%,10.4%,78.4%
May 2024,4,Thursday,Shopping,--,--,--
May 2024,4,Thursday,Demand Gen,--,--,--
May 2024,4,Thursday,Performance Max,--,67.3%,39.2%
May 2024,4,Friday,Search,19.8%,28.0%,55.9%
May 2024,4,Friday,Shopping,--,--,--
May 2024,4,Friday,Demand Gen,--,--,--
May 2024,4,Friday,Performance Max,--,65.3%,40.7%
May 2024,4,Saturday,Search,17.0%,6.1%,79.6%
May 2024,4,Saturday,Shopping,--,--,--
May 2024,4,Saturday,Demand Gen,--,--,--
May 2024,4,Saturday,Performance Max,--,55.3%,43.5%
May 2024,5,Sunday,Search,14.9%,10.8%,80.1%
May 2024,5,Sunday,Shopping,--,--,--
May 2024,5,Sunday,Demand Gen,--,--,--
May 2024,5,Sunday,Performance Max,--,3.7%,> 97.8%
May 2024,5,Monday,Search,18.9%,17.2%,68.1%
May 2024,5,Monday,Shopping,--,--,--
May 2024,5,Monday,Demand Gen,--,--,--
May 2024,5,Monday,Performance Max,--,4.9%,> 97.8%
May 2024,5,Tuesday,Search,17.0%,5.1%,81.3%
May 2024,5,Tuesday,Shopping,--,--,--
May 2024,5,Tuesday,Demand Gen,--,--,--
May 2024,5,Tuesday,Performance Max,--,1.8%,> 97.8%
May 2024,5,Wednesday,Search,20.1%,0%,85.2%
May 2024,5,Wednesday,Shopping,--,--,--
May 2024,5,Wednesday,Demand Gen,--,--,--
May 2024,5,Wednesday,Performance Max,--,10.6%,93.3%
May 2024,5,Thursday,Search,15.6%,9.1%,81.9%
May 2024,5,Thursday,Shopping,--,--,--
May 2024,5,Thursday,Demand Gen,--,--,--
May 2024,5,Thursday,Performance Max,--,67.4%,38.5%
May 2024,5,Friday,Search,17.0%,31.3%,55.9%
May 2024,5,Friday,Shopping,--,--,--
May 2024,5,Friday,Demand Gen,--,--,--
May 2024,5,Friday,Performance Max,--,56.3%,49.9%
May 2024,5,Saturday,Search,17.7%,9.3%,77.5%
May 2024,5,Saturday,Shopping,--,--,--
May 2024,5,Saturday,Demand Gen,--,--,--
May 2024,5,Saturday,Performance Max,--,57.0%,42.7%
May 2024,6,Sunday,Search,17.4%,12.9%,75.2%
May 2024,6,Sunday,Shopping,--,--,--
May 2024,6,Sunday,Demand Gen,--,--,--
May 2024,6,Sunday,Performance Max,--,4.6%,> 97.8%
May 2024,6,Monday,Search,19.1%,16.3%,67.7%
May 2024,6,Monday,Shopping,--,--,--
May 2024,6,Monday,Demand Gen,--,--,--
May 2024,6,Monday,Performance Max,--,5.0%,> 97.8%
May 2024,6,Tuesday,Search,15.0%,6.0%,85.3%
May 2024,6,Tuesday,Shopping,--,--,--
May 2024,6,Tuesday,Demand Gen,--,--,--
May 2024,6,Tuesday,Performance Max,--,2.0%,> 97.8%
May 2024,6,Wednesday,Search,14.8%,0%,91.6%
May 2024,6,Wednesday,Shopping,--,--,--
May 2024,6,Wednesday,Demand Gen,--,--,--
May 2024,6,Wednesday,Performance Max,--,10.5%,95.4%
May 2024,6,Thursday,Search,12.6%,10.4%,82.8%
May 2024,6,Thursday,Shopping,--,--,--
May 2024,6,Thursday,Demand Gen,--,--,--
May 2024,6,Thursday,Performance Max,--,67.4%,38.0%
May 2024,6,Friday,Search,16.1%,31.5%,58.0%
May 2024,6,Friday,Shopping,--,--,--
May 2024,6,Friday,Demand Gen,--,--,--
May 2024,6,Friday,Performance Max,--,41.8%,63.4%
May 2024,6,Saturday,Search,19.6%,9.2%,75.2%
May 2024,6,Saturday,Shopping,--,--,--
May 2024,6,Saturday,Demand Gen,--,--,--
May 2024,6,Saturday,Performance Max,--,54.3%,41.4%
May 2024,7,Sunday,Search,17.9%,12.5%,76.1%
May 2024,7,Sunday,Shopping,--,--,--
May 2024,7,Sunday,Demand Gen,--,--,--
May 2024,7,Sunday,Performance Max,--,5.9%,> 97.8%
May 2024,7,Monday,Search,17.2%,15.6%,71.4%
May 2024,7,Monday,Shopping,--,--,--
May 2024,7,Monday,Demand Gen,--,--,--
May 2024,7,Monday,Performance Max,--,4.5%,> 97.8%
May 2024,7,Tuesday,Search,19.2%,4.9%,82.6%
May 2024,7,Tuesday,Shopping,--,--,--
May 2024,7,Tuesday,Demand Gen,--,--,--
May 2024,7,Tuesday,Performance Max,--,1.6%,> 97.8%
May 2024,7,Wednesday,Search,13.0%,0%,92.0%
May 2024,7,Wednesday,Shopping,--,--,--
May 2024,7,Wednesday,Demand Gen,--,--,--
May 2024,7,Wednesday,Performance Max,--,9.9%,95.9%
May 2024,7,Thursday,Search,16.1%,9.7%,81.3%
May 2024,7,Thursday,Shopping,--,--,--
May 2024,7,Thursday,Demand Gen,--,--,--
May 2024,7,Thursday,Performance Max,--,67.1%,38.1%
May 2024,7,Friday,Search,15.3%,31.9%,59.8%
May 2024,7,Friday,Shopping,--,--,--
May 2024,7,Friday,Demand Gen,--,--,--
May 2024,7,Friday,Performance Max,--,53.5%,51.6%
May 2024,7,Saturday,Search,18.2%,9.2%,76.3%
May 2024,7,Saturday,Shopping,--,--,--
May 2024,7,Saturday,Demand Gen,--,--,--
May 2024,7,Saturday,Performance Max,--,43.0%,43.0%
May 2024,8,Sunday,Search,15.9%,12.2%,79.0%
May 2024,8,Sunday,Shopping,--,--,--
May 2024,8,Sunday,Demand Gen,--,--,--
May 2024,8,Sunday,Performance Max,--,3.0%,> 97.8%
May 2024,8,Monday,Search,15.3%,15.0%,73.9%
May 2024,8,Monday,Shopping,--,--,--
May 2024,8,Monday,Demand Gen,--,--,--
May 2024,8,Monday,Performance Max,--,5.7%,> 97.8%
May 2024,8,Tuesday,Search,17.0%,5.3%,84.5%
May 2024,8,Tuesday,Shopping,--,--,--
May 2024,8,Tuesday,Demand Gen,--,--,--
May 2024,8,Tuesday,Performance Max,--,1.7%,> 97.8%
May 2024,8,Wednesday,Search,14.4%,0%,92.4%
May 2024,8,Wednesday,Shopping,--,--,--
May 2024,8,Wednesday,Demand Gen,--,--,--
May 2024,8,Wednesday,Performance Max,--,10.3%,95.9%
May 2024,8,Thursday,Search,14.8%,9.8%,82.5%
May 2024,8,Thursday,Shopping,--,--,--
May 2024,8,Thursday,Demand Gen,--,--,--
May 2024,8,Thursday,Performance Max,--,67.2%,37.7%
May 2024,8,Friday,Search,13.4%,32.6%,60.2%
May 2024,8,Friday,Shopping,--,--,--
May 2024,8,Friday,Demand Gen,--,--,--
May 2024,8,Friday,Performance Max,--,71.9%,34.2%
May 2024,8,Saturday,Search,16.0%,8.1%,80.9%
May 2024,8,Saturday,Shopping,--,--,--
May 2024,8,Saturday,Demand Gen,--,--,--
May 2024,8,Saturday,Performance Max,--,40.7%,49.8%
May 2024,9,Sunday,Search,17.5%,13.5%,75.5%
May 2024,9,Sunday,Shopping,--,--,--
May 2024,9,Sunday,Demand Gen,--,--,--
May 2024,9,Sunday,Performance Max,--,5.4%,97.3%
May 2024,9,Monday,Search,13.4%,13.9%,77.9%
May 2024,9,Monday,Shopping,--,--,--
May 2024,9,Monday,Demand Gen,--,--,--
May 2024,9,Monday,Performance Max,--,6.0%,> 97.8%
May 2024,9,Tuesday,Search,16.6%,5.8%,83.2%
May 2024,9,Tuesday,Shopping,--,--,--
May 2024,9,Tuesday,Demand Gen,--,--,--
May 2024,9,Tuesday,Performance Max,--,1.9%,> 97.8%
May 2024,9,Wednesday,Search,11.7%,0%,92.9%
May 2024,9,Wednesday,Shopping,--,--,--
May 2024,9,Wednesday,Demand Gen,--,--,--
May 2024,9,Wednesday,Performance Max,--,9.3%,94.6%
May 2024,9,Thursday,Search,16.2%,10.1%,81.9%
May 2024,9,Thursday,Shopping,--,--,--
May 2024,9,Thursday,Demand Gen,--,--,--
May 2024,9,Thursday,Performance Max,--,67.2%,38.4%
May 2024,9,Friday,Search,14.0%,32.3%,58.8%
May 2024,9,Friday,Shopping,--,--,--
May 2024,9,Friday,Demand Gen,--,--,--
May 2024,9,Friday,Performance Max,--,76.2%,28.1%
May 2024,9,Saturday,Search,15.6%,8.8%,78.8%
May 2024,9,Saturday,Shopping,--,--,--
May 2024,9,Saturday,Demand Gen,--,--,--
May 2024,9,Saturday,Performance Max,--,35.5%,58.5%
May 2024,10,Sunday,Search,15.7%,12.6%,78.2%
May 2024,10,Sunday,Shopping,--,--,--
May 2024,10,Sunday,Demand Gen,--,--,--
May 2024,10,Sunday,Performance Max,--,7.2%,96.3%
May 2024,10,Monday,Search,14.9%,14.8%,75.3%
May 2024,10,Monday,Shopping,--,--,--
May 2024,10,Monday,Demand Gen,--,--,--
May 2024,10,Monday,Performance Max,--,6.1%,> 97.8%
May 2024,10,Tuesday,Search,13.5%,6.3%,85.5%
May 2024,10,Tuesday,Shopping,--,--,--
May 2024,10,Tuesday,Demand Gen,--,--,--
May 2024,10,Tuesday,Performance Max,--,1.9%,> 97.8%
May 2024,10,Wednesday,Search,11.4%,0%,95.4%
May 2024,10,Wednesday,Shopping,--,--,--
May 2024,10,Wednesday,Demand Gen,--,--,--
May 2024,10,Wednesday,Performance Max,--,10.3%,94.9%
May 2024,10,Thursday,Search,15.3%,9.6%,81.0%
May 2024,10,Thursday,Shopping,--,--,--
May 2024,10,Thursday,Demand Gen,--,--,--
May 2024,10,Thursday,Performance Max,--,67.3%,38.5%
May 2024,10,Friday,Search,14.4%,30.3%,58.7%
May 2024,10,Friday,Shopping,--,--,--
May 2024,10,Friday,Demand Gen,--,--,--
May 2024,10,Friday,Performance Max,--,75.8%,29.3%
May 2024,10,Saturday,Search,15.9%,8.4%,81.9%
May 2024,10,Saturday,Shopping,--,--,--
May 2024,10,Saturday,Demand Gen,--,--,--
May 2024,10,Saturday,Performance Max,--,49.0%,42.9%
May 2024,11,Sunday,Search,12.8%,11.9%,81.8%
May 2024,11,Sunday,Shopping,--,--,--
May 2024,11,Sunday,Demand Gen,--,--,--
May 2024,11,Sunday,Performance Max,--,10.5%,92.0%
May 2024,11,Monday,Search,15.2%,15.4%,74.6%
May 2024,11,Monday,Shopping,--,--,--
May 2024,11,Monday,Demand Gen,--,--,--
May 2024,11,Monday,Performance Max,--,6.1%,> 97.8%
May 2024,11,Tuesday,Search,15.9%,4.4%,82.9%
May 2024,11,Tuesday,Shopping,--,--,--
May 2024,11,Tuesday,Demand Gen,--,--,--
May 2024,11,Tuesday,Performance Max,--,1.9%,> 97.8%
May 2024,11,Wednesday,Search,14.8%,0.4%,88.6%
May 2024,11,Wednesday,Shopping,--,--,--
May 2024,11,Wednesday,Demand Gen,--,--,--
May 2024,11,Wednesday,Performance Max,--,10.2%,94.5%
May 2024,11,Thursday,Search,14.4%,9.5%,82.1%
May 2024,11,Thursday,Shopping,--,--,--
May 2024,11,Thursday,Demand Gen,--,--,--
May 2024,11,Thursday,Performance Max,--,67.7%,36.7%
May 2024,11,Friday,Search,12.8%,32.9%,59.9%
May 2024,11,Friday,Shopping,--,--,--
May 2024,11,Friday,Demand Gen,--,--,--
May 2024,11,Friday,Performance Max,--,76.7%,29.2%
May 2024,11,Saturday,Search,15.5%,7.5%,83.4%
May 2024,11,Saturday,Shopping,--,--,--
May 2024,11,Saturday,Demand Gen,--,--,--
May 2024,11,Saturday,Performance Max,--,66.9%,33.4%
May 2024,12,Sunday,Search,13.9%,14.2%,78.6%
May 2024,12,Sunday,Shopping,--,--,--
May 2024,12,Sunday,Demand Gen,--,--,--
May 2024,12,Sunday,Performance Max,--,12.5%,90.2%
May 2024,12,Monday,Search,14.1%,15.3%,76.3%
May 2024,12,Monday,Shopping,--,--,--
May 2024,12,Monday,Demand Gen,--,--,--
May 2024,12,Monday,Performance Max,--,4.3%,> 97.8%
May 2024,12,Tuesday,Search,16.7%,5.4%,82.4%
May 2024,12,Tuesday,Shopping,--,--,--
May 2024,12,Tuesday,Demand Gen,--,--,--
May 2024,12,Tuesday,Performance Max,--,1.9%,> 97.8%
May 2024,12,Wednesday,Search,11.7%,0%,92.2%
May 2024,12,Wednesday,Shopping,--,--,--
May 2024,12,Wednesday,Demand Gen,--,--,--
May 2024,12,Wednesday,Performance Max,--,10.7%,94.4%
May 2024,12,Thursday,Search,13.1%,9.8%,83.5%
May 2024,12,Thursday,Shopping,--,--,--
May 2024,12,Thursday,Demand Gen,--,--,--
May 2024,12,Thursday,Performance Max,--,67.4%,38.8%
May 2024,12,Friday,Search,11.6%,32.8%,61.2%
May 2024,12,Friday,Shopping,--,--,--
May 2024,12,Friday,Demand Gen,--,--,--
May 2024,12,Friday,Performance Max,--,75.8%,27.8%
May 2024,12,Saturday,Search,13.1%,7.7%,85.3%
May 2024,12,Saturday,Shopping,--,--,--
May 2024,12,Saturday,Demand Gen,--,--,--
May 2024,12,Saturday,Performance Max,--,65.1%,38.3%
May 2024,13,Sunday,Search,16.2%,14.7%,75.0%
May 2024,13,Sunday,Shopping,--,--,--
May 2024,13,Sunday,Demand Gen,--,--,--
