campaignId,campaignName,assetGroupId,assetGroupName,assetId,assetType,assetText,performanceLabel,impressions,clicks,conversions,convValue,cost,ctr,cvrConv,cvrVal,roas,prev_ctr,prev_cvrConv,prev_cvrVal,prev_roas,ctr_change,cvr_change,roas_change,momentum_ctr,momentum_cvr,isFatigued,isWinner
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,59754851614,YOUTUBE_VIDEO,,BEST,13821,87,0.0,0.0,388.881296,0.0062947688300412415,0.0,0.0,0.0,0.012565274151436032,0.0031482597402597403,7.939652135928572,2.4962024755706267,-0.49903450142217237,-1.0,-1.0,Declining,Declining,True,True
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6477743034,Feed Only,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,47,3,0.0,0.0,41.321164,0.06382978723404255,0.0,0.0,0.0,0.22727272727272727,0.025,48.2084454634,5.07324182781043,-0.7191489361702127,-1.0,-1.0,Declining,Declining,False,False
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6482133486,Feed Only - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,1689,124,2.5,5922.582044156,727.193791,0.07341622261693309,0.020161290322580645,47.762758420612904,8.144434286232787,0.024608501118568233,0.0,0.0,0.0,1.9833683190699176,1.0,1.0,Accelerating,Accelerating,False,True
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6482133486,Feed Only - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,1092,28,0.0,0.0,58.374052,0.02564102564102564,0.0,0.0,0.0,0.024608501118568233,0.0,0.0,0.0,0.04195804195804191,0.0,0.0,Stable,Stable,False,False
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6506889828,Feed Only - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,4218,82,2.189923,5576.9918465,240.813926,0.01944049312470365,0.026706378048780486,68.01209568902439,23.158925811043005,0.039269406392694065,0.0,0.0,0.0,-0.5049455820569652,1.0,1.0,Declining,Accelerating,False,True
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6506892143,Feed Only - No Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,18873,64,0.0,0.0,10.68062,0.0033910877973825043,0.0,0.0,0.0,0.00877674163466813,0.0,0.0,0.0,-0.6136279340857309,0.0,0.0,Declining,Stable,False,False
20586946478,US_PerformanceMax_TotalCoverage_MaxConvtCPA,6507837599,Feed - Assets - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,75,8,0.0,0.0,17.372951,0.10666666666666667,0.0,0.0,0.0,0.225,0.1111111111111111,268.0859059223333,13.357355175389428,-0.5259259259259259,-1.0,-1.0,Declining,Declining,False,False
21485040172,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA,6507862840,Feed - Assets - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,86,2,0.0,0.0,4.156987,0.023255813953488372,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.813953488372093,0.0,0.0,Declining,Stable,False,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576731,Feed Only - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,2605,165,1.279547,2256.64912359,1104.872134,0.06333973128598848,0.007754830303030303,13.676661355090909,2.042452745568113,0.051217464315701094,0.019697868852459017,50.425568216311476,7.687260020531702,0.23668229445266023,-0.6063112024394347,-0.7343067959047854,Accelerating,Declining,False,True
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561576740,Feed - Assets - Interests,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,128,20,0.0,0.0,88.3054,0.15625,0.0,0.0,0.0,0.1590909090909091,0.0,0.0,0.0,-0.017857142857142842,0.0,0.0,Stable,Stable,False,False
22339607928,CA_PerformanceMax_TotalCoverage_MaxConvValue,6561590859,Feed Only,59808260760,TEXT,Perfectly Snug - Cooling Mattress Topper,UNKNOWN,10052,99,0.45757,732.844112,246.397993,0.009848786311181855,0.004621919191919192,7.402465777777778,2.9742292259661385,0.039735099337748346,0.0,0.0,0.0,-0.7521388778352567,1.0,1.0,Declining,Accelerating,False,True
